TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588158758147	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758476572300.png
1588158758246	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758576883200.png
1588158758348	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758678927700.png
1588158758450	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758781233100.png
1588158758552	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758883336100.png
1588158758651	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158758982976200.png
1588158758750	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000170	img__0_1588158759083349100.png
1588158758855	0.000298	-0.000018	-0.153451	0.999579	-0.001162	-0.028990	-0.000233	img__0_1588158759185795200.png
1588158758954	0.011901	-0.000342	-0.199330	0.989637	-0.002285	-0.143575	-0.000398	img__0_1588158759286142500.png
1588158759053	0.053652	-0.001207	-0.269568	0.995163	-0.002926	-0.098197	0.000481	img__0_1588158759386050700.png
1588158759155	0.114330	-0.002579	-0.324623	0.998747	-0.003192	-0.049943	0.000827	img__0_1588158759487128000.png
1588158759257	0.183820	-0.004474	-0.360680	0.999616	-0.003302	-0.027493	0.000724	img__0_1588158759587346100.png
1588158759359	0.258342	-0.006917	-0.378491	0.999730	-0.003347	-0.023000	0.000320	img__0_1588158759689775800.png
1588158759464	0.339142	-0.010053	-0.383062	0.999926	-0.003378	-0.011660	-0.000370	img__0_1588158759793803500.png
1588158759566	0.419983	-0.013755	-0.380929	0.999973	-0.003396	-0.006419	-0.001185	img__0_1588158759897092600.png
1588158759668	0.502130	-0.018144	-0.377650	0.999985	-0.003408	-0.003791	-0.002097	img__0_1588158759998169000.png
1588158759770	0.585098	-0.023286	-0.382690	0.999986	-0.003417	-0.002470	-0.003077	img__0_1588158760100689800.png
1588158759869	0.666163	-0.029058	-0.404170	0.999984	-0.003422	-0.001819	-0.004072	img__0_1588158760201941000.png
1588158759974	0.752557	-0.036045	-0.447964	0.999980	-0.003426	-0.001470	-0.005160	img__0_1588158760306528900.png
1588158760082	0.841777	-0.044183	-0.519042	0.999973	-0.003429	-0.001293	-0.006302	img__0_1588158760410666800.png
1588158760181	0.924343	-0.051835	-0.609091	0.998167	0.042785	-0.042191	-0.007237	img__0_1588158760513688000.png
1588158760283	1.018285	-0.051110	-0.719868	0.998132	0.041719	-0.043929	-0.007930	img__0_1588158760615042300.png
1588158760385	1.122687	-0.040743	-0.841360	0.999480	0.021247	-0.022732	-0.008456	img__0_1588158760717870000.png
