TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588187428504	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000098	img__0_1588187430794323700.png
1588187428597	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000098	img__0_1588187430886005300.png
1588187428693	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000098	img__0_1588187430981205300.png
1588187428786	0.000000	0.000000	-0.147282	1.000000	0.000244	-0.000168	-0.000111	img__0_1588187431076495000.png
1588187428882	0.000051	0.000066	-0.174338	0.999999	0.000801	-0.000647	-0.000371	img__0_1588187431172167100.png
1588187428978	0.000284	0.000359	-0.258251	0.999999	0.001102	-0.000882	-0.000879	img__0_1588187431268148200.png
1588187429074	0.000713	0.000897	-0.366688	0.999997	0.001255	-0.001007	-0.001560	img__0_1588187431365318900.png
1588187429170	0.001293	0.001623	-0.460384	0.999996	0.001336	-0.001072	-0.002358	img__0_1588187431460694100.png
1588187429266	0.002030	0.002544	-0.537293	0.999993	0.001379	-0.001107	-0.003237	img__0_1588187431558083400.png
1588187429368	0.003059	0.003825	-0.629961	0.999989	0.001400	-0.001542	-0.004232	img__0_1588187431657963700.png
1588187429467	0.005303	0.005432	-0.755802	0.996188	0.000998	-0.087065	-0.005339	img__0_1588187431756058500.png
1588187429566	0.019874	0.007138	-0.864850	0.994502	0.000955	-0.104517	-0.006390	img__0_1588187431856164100.png
1588187429665	0.051696	0.008895	-0.960328	0.998489	0.001244	-0.054440	-0.007391	img__0_1588187431954402500.png
1588187429764	0.097481	0.010846	-1.080471	0.998142	0.001106	-0.060332	-0.008463	img__0_1588187432052433800.png
1588187429863	0.155083	0.012888	-1.193416	0.993087	0.000561	-0.116988	-0.009593	img__0_1588187432150513800.png
1588187429956	0.226701	0.014752	-1.294677	0.998013	0.001042	-0.062100	-0.010569	img__0_1588187432246020400.png
1588187430052	0.312408	0.016718	-1.394306	0.995472	0.000566	-0.094335	-0.011649	img__0_1588187432341873200.png
1588187430148	0.409973	0.018653	-1.476501	0.997758	0.000857	-0.065708	-0.012688	img__0_1588187432438510100.png
1588187430247	0.522767	0.020647	-1.556668	0.999001	0.001060	-0.042495	-0.013756	img__0_1588187432534756500.png
1588187430340	0.635740	0.022577	-1.619653	0.998649	0.000886	-0.049800	-0.014788	img__0_1588187432630776600.png
1588187430439	0.762844	0.024677	-1.669202	0.999570	0.001197	-0.024643	-0.015850	img__0_1588187432729056200.png
1588187430538	0.893967	0.026900	-1.701258	0.999768	0.001317	-0.013294	-0.016924	img__0_1588187432827414700.png
1588187430634	1.023134	0.029222	-1.715909	0.999810	0.001370	-0.007497	-0.017971	img__0_1588187432926169000.png
1588187430733	1.157474	0.032353	-1.715089	0.997711	0.064755	-0.005583	-0.018657	img__0_1588187433022451100.png
1588187430832	1.292967	0.046815	-1.711529	0.997359	0.069832	-0.004025	-0.019574	img__0_1588187433121598700.png
1588187430931	1.429334	0.074091	-1.698935	0.999325	0.030207	-0.002458	-0.020769	img__0_1588187433222170500.png
1588187431030	1.566099	0.106610	-1.669791	0.999395	0.026973	-0.002049	-0.021867	img__0_1588187433319707500.png
1588187431126	1.699123	0.143778	-1.641357	0.998219	0.055043	-0.002494	-0.022857	img__0_1588187433417446900.png
1588187431222	1.832665	0.189711	-1.613564	0.999489	0.021063	-0.001630	-0.023984	img__0_1588187433514062000.png
1588187431321	1.970640	0.241226	-1.569220	0.997553	0.065241	-0.002720	-0.024979	img__0_1588187433611803200.png
1588187431420	2.109230	0.303603	-1.514218	0.997632	0.063596	-0.002635	-0.026074	img__0_1588187433707653500.png
1588187431516	2.244435	0.377988	-1.472929	0.998903	0.038074	-0.002012	-0.027193	img__0_1588187433806084800.png
1588187431612	2.380061	0.459426	-1.417583	0.996841	0.074200	-0.003056	-0.028162	img__0_1588187433903683000.png
1588187431711	2.520530	0.553391	-1.347177	0.999077	0.031306	-0.001878	-0.029360	img__0_1588187434001781000.png
1588187431810	2.661515	0.654534	-1.290979	0.999473	0.011058	-0.001350	-0.030484	img__0_1588187434100879600.png
1588187431906	2.798403	0.754639	-1.224606	0.999457	0.000944	-0.009383	-0.031574	img__0_1588187434196886500.png
1588187432002	2.937151	0.854682	-1.142912	0.995520	-0.020970	-0.086177	-0.032776	img__0_1588187434293151900.png
1588187432098	3.087686	0.951338	-1.049216	0.996265	-0.018592	-0.077079	-0.034206	img__0_1588187434390027400.png
1588187432197	3.261725	1.045662	-0.975602	0.997650	-0.008748	-0.057953	-0.035496	img__0_1588187434485022100.png
1588187432290	3.434709	1.132297	-0.898023	0.996813	0.000501	-0.071233	-0.035911	img__0_1588187434581201500.png
1588187432386	3.622895	1.221378	-0.805478	0.998825	0.008743	-0.030473	-0.036653	img__0_1588187434676510100.png
1588187432482	3.817551	1.311852	-0.724511	0.999144	0.012878	-0.011527	-0.037583	img__0_1588187434772931900.png
1588187432578	4.014171	1.404179	-0.633084	0.999140	0.015084	-0.001401	-0.038594	img__0_1588187434868737800.png
1588187432677	4.217122	1.502182	-0.523619	0.997314	0.061524	0.002201	-0.039693	img__0_1588187434967769800.png
1588187432776	4.419866	1.612146	-0.418746	0.997683	0.054340	0.005323	-0.040601	img__0_1588187435065963500.png
1588187432872	4.615769	1.729702	-0.318493	0.998530	0.034010	0.007501	-0.041529	img__0_1588187435164213100.png
1588187432968	4.810685	1.853193	-0.201569	0.996441	0.072311	-0.001114	-0.043301	img__0_1588187435258693000.png
1588187433064	4.881181	1.902570	-0.160191	0.998552	0.029946	-0.005820	-0.044301	img__0_1588187435354575400.png
1588187433163	4.903915	1.919633	-0.157055	0.998638	0.026646	-0.009365	-0.043870	img__0_1588187435451741600.png
1588187433256	4.919806	1.933720	-0.147381	0.996614	0.068498	-0.013766	-0.043357	img__0_1588187435548342700.png
1588187433352	4.925842	1.941487	-0.228273	0.998531	0.031405	-0.007334	-0.043543	img__0_1588187435643474700.png
1588187433451	5.012422	2.016833	-0.308318	0.998654	0.013958	-0.023201	-0.044242	img__0_1588187435742358200.png
1588187433547	5.100863	2.092524	-0.382110	0.996906	0.003489	-0.063736	-0.045867	img__0_1588187435838947100.png
1588187433646	5.200990	2.170776	-0.441630	0.998451	0.000295	-0.030063	-0.046811	img__0_1588187435935309800.png
1588187433739	5.301276	2.244328	-0.509491	0.997867	0.042085	-0.017484	-0.046743	img__0_1588187436031476500.png
1588187433838	5.411490	2.328553	-0.575117	0.997753	0.046738	-0.009378	-0.047082	img__0_1588187436129508300.png
1588187433934	5.520136	2.417356	-0.621547	0.998690	0.016862	-0.003832	-0.048157	img__0_1588187436227260700.png
1588187434030	5.629458	2.509440	-0.651784	0.996920	0.061168	0.005372	-0.048784	img__0_1588187436322718500.png
1588187434129	5.741846	2.611861	-0.666103	0.998059	0.036927	0.005750	-0.049815	img__0_1588187436418770100.png
1588187434228	5.853458	2.720458	-0.668550	0.998472	0.021013	0.002336	-0.051052	img__0_1588187436518659500.png
1588187434327	5.964813	2.836382	-0.698577	0.996985	0.057408	0.003799	-0.052063	img__0_1588187436617312800.png
1588187434423	6.072797	2.957803	-0.729732	0.998304	0.023312	0.001272	-0.053336	img__0_1588187436714350000.png
