TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588260432495	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000441	img__0_1588260433353174100.png
1588260432591	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000441	img__0_1588260433449690000.png
1588260432690	0.000000	0.000000	-0.146545	1.000000	-0.000204	-0.000016	0.000445	img__0_1588260433548372400.png
1588260432789	0.000035	-0.000387	-0.167992	0.999978	-0.006470	-0.000597	0.001200	img__0_1588260433649364300.png
1588260432891	0.000259	-0.002779	-0.252014	0.999952	-0.009293	-0.000868	0.003017	img__0_1588260433750317200.png
1588260432993	0.000777	-0.008211	-0.400990	0.999929	-0.010765	-0.001017	0.004923	img__0_1588260433851387100.png
1588260433092	0.001550	-0.016216	-0.577196	0.999893	-0.011495	-0.001233	-0.009015	img__0_1588260433950908100.png
1588260433191	0.002501	-0.026070	-0.738048	0.998174	-0.011827	-0.001507	-0.059216	img__0_1588260434049695400.png
1588260433290	0.003571	-0.037767	-0.880424	0.989761	-0.011947	-0.001563	-0.142229	img__0_1588260434148067400.png
1588260433386	0.004585	-0.050909	-1.001495	0.969846	-0.011946	-0.001258	-0.243424	img__0_1588260434246143500.png
1588260433485	0.005368	-0.066305	-1.109394	0.934162	-0.011861	-0.000532	-0.356652	img__0_1588260434345409000.png
1588260433587	0.005560	-0.084036	-1.203067	0.895417	-0.011741	0.000781	-0.445072	img__0_1588260434443793400.png
1588260433683	0.004843	-0.102303	-1.275401	0.866213	-0.011602	0.002120	-0.499535	img__0_1588260434540578600.png
1588260433779	0.002987	-0.121931	-1.332685	0.844284	-0.011436	0.003284	-0.535765	img__0_1588260434637524700.png
1588260433878	-0.000327	-0.143426	-1.376239	0.827973	-0.011251	0.004233	-0.560640	img__0_1588260434737221500.png
1588260433974	-0.005042	-0.165343	-1.403595	0.816815	-0.011078	0.004921	-0.576773	img__0_1588260434834462600.png
1588260434073	-0.011555	-0.188934	-1.416578	0.808805	-0.010922	0.005436	-0.587950	img__0_1588260434930996800.png
1588260434175	-0.020288	-0.214290	-1.422939	0.803181	-0.010789	0.005809	-0.595609	img__0_1588260435033496300.png
1588260434271	-0.031511	-0.239565	-1.471205	0.799340	-0.010693	0.006049	-0.600754	img__0_1588260435130435900.png
1588260434370	-0.046056	-0.266931	-1.558478	0.787894	-0.010680	0.006107	-0.615688	img__0_1588260435228993200.png
1588260434466	-0.062052	-0.294241	-1.634463	0.760535	-0.010685	0.006085	-0.649180	img__0_1588260435325039600.png
1588260434565	-0.080370	-0.323057	-1.697002	0.737314	-0.010496	0.006373	-0.675439	img__0_1588260435423066400.png
1588260434661	-0.099936	-0.351526	-1.742543	0.721496	-0.010253	0.006749	-0.692310	img__0_1588260435521031900.png
1588260434760	-0.122009	-0.381316	-1.774128	0.710169	-0.010015	0.007110	-0.703924	img__0_1588260435620439200.png
1588260434859	-0.146028	-0.411446	-1.790228	0.702452	-0.014238	0.003035	-0.711582	img__0_1588260435719154800.png
1588260434961	-0.172915	-0.445227	-1.790894	0.693740	-0.088286	-0.061265	-0.712163	img__0_1588260435820497300.png
1588260435057	-0.201364	-0.492069	-1.775059	0.681125	-0.157462	-0.111366	-0.706309	img__0_1588260435916843500.png
1588260435153	-0.235099	-0.566329	-1.739329	0.670847	-0.197152	-0.132029	-0.702612	img__0_1588260436012954500.png
1588260435252	-0.277605	-0.677557	-1.679134	0.677507	-0.145164	-0.093004	-0.715026	img__0_1588260436113628800.png
1588260435345	-0.323666	-0.807383	-1.603781	0.683609	-0.077806	-0.051736	-0.723843	img__0_1588260436206432100.png
1588260435447	-0.377768	-0.965060	-1.504769	0.684784	-0.039000	-0.026845	-0.727207	img__0_1588260436304764300.png
1588260435543	-0.430719	-1.122778	-1.418164	0.684668	-0.020327	-0.014912	-0.728419	img__0_1588260436403502900.png
1588260435639	-0.484901	-1.287000	-1.370601	0.684388	-0.010564	-0.008658	-0.728990	img__0_1588260436499796500.png
1588260435738	-0.541284	-1.460063	-1.363918	0.684160	-0.005346	-0.005318	-0.729293	img__0_1588260436597564400.png
1588260435837	-0.597733	-1.634661	-1.366483	0.684023	-0.002671	-0.003610	-0.729447	img__0_1588260436696176600.png
1588260435936	-0.654078	-1.809821	-1.354841	0.683960	-0.001300	-0.002736	-0.729513	img__0_1588260436794533500.png
1588260436035	-0.710233	-1.985297	-1.336462	0.683953	-0.000597	-0.002290	-0.729522	img__0_1588260436893106300.png
1588260436131	-0.764361	-2.155818	-1.359837	0.683982	-0.000244	-0.002066	-0.729496	img__0_1588260436990724500.png
1588260436227	-0.818194	-2.326524	-1.402675	0.684037	-0.000060	-0.001950	-0.729445	img__0_1588260437087132000.png
1588260436323	-0.871803	-2.497264	-1.432846	0.684109	0.000037	-0.001889	-0.729378	img__0_1588260437184241000.png
1588260436422	-0.926850	-2.673352	-1.448739	0.680847	0.000097	-0.001857	-0.732423	img__0_1588260437282638500.png
1588260436518	-0.979997	-2.844106	-1.449454	0.655373	0.000160	-0.001837	-0.755303	img__0_1588260437377264500.png
1588260436614	-1.032910	-3.014854	-1.435717	0.603017	0.000195	-0.001820	-0.797727	img__0_1588260437474304400.png
1588260436710	-1.085575	-3.185608	-1.407583	0.545114	0.000150	-0.001809	-0.838360	img__0_1588260437571088200.png
1588260436815	-1.142895	-3.372404	-1.360452	0.500718	0.000031	-0.001806	-0.865608	img__0_1588260437672604400.png
1588260436908	-1.193432	-3.537909	-1.304595	0.467595	-0.000068	-0.001804	-0.883941	img__0_1588260437768042500.png
1588260437004	-1.245393	-3.708833	-1.233244	0.408048	-0.000123	-0.001798	-0.912959	img__0_1588260437866191700.png
1588260437103	-1.298792	-3.885206	-1.145364	0.333488	-0.000207	-0.001780	-0.942753	img__0_1588260437964579800.png
1588260437205	-1.353664	-4.067069	-1.041879	0.279613	-0.000349	-0.001754	-0.960111	img__0_1588260438064665100.png
1588260437301	-1.405224	-4.238465	-0.958667	0.246728	-0.000483	-0.001728	-0.969083	img__0_1588260438161941500.png
1588260437400	-1.458362	-4.415504	-0.901393	0.228722	-0.000600	-0.001701	-0.973490	img__0_1588260438259506400.png
1588260437499	-1.511503	-4.592774	-0.857814	0.220084	-0.000682	-0.001680	-0.975479	img__0_1588260438358664000.png
1588260437607	-1.569492	-4.786311	-0.794894	0.209637	-0.000731	-0.001666	-0.977778	img__0_1588260438467014200.png
1588260437706	-1.622678	-4.963850	-0.721726	0.169533	-0.000728	-0.001669	-0.985523	img__0_1588260438566493200.png
1588260437802	-1.674302	-5.136116	-0.636895	0.097966	-0.000725	-0.001663	-0.995188	img__0_1588260438664281600.png
1588260437904	-1.729233	-5.319238	-0.532131	0.022718	-0.000790	-0.001620	-0.999740	img__0_1588260438765862000.png
1588260438006	-1.784293	-5.502443	-0.421296	-0.027612	-0.000904	-0.001554	-0.999617	img__0_1588260438867146200.png
1588260438108	-1.839592	-5.685833	-0.348239	-0.064361	-0.001010	-0.001491	-0.997925	img__0_1588260438968850100.png
1588260438213	-1.896832	-5.874816	-0.327902	-0.093888	-0.001099	-0.001435	-0.995581	img__0_1588260439073146500.png
1588260438312	-1.951084	-6.053122	-0.346470	-0.113572	-0.001167	-0.001387	-0.993528	img__0_1588260439173961200.png
1588260438420	-2.010461	-6.247609	-0.354293	-0.127816	-0.001224	-0.001344	-0.991796	img__0_1588260439279855900.png
1588260438525	-2.068372	-6.436642	-0.344358	-0.136858	-0.001264	-0.001312	-0.990589	img__0_1588260439385411500.png
1588260438633	-2.128184	-6.631054	-0.334220	-0.142921	-0.001293	-0.001288	-0.989733	img__0_1588260439491556900.png
1588260438738	-2.186755	-6.820168	-0.385447	-0.146765	-0.001312	-0.001271	-0.989170	img__0_1588260439598511200.png
1588260438843	-2.245641	-7.009294	-0.463524	-0.149259	0.001450	0.017128	-0.988649	img__0_1588260439703876400.png
1588260438948	-2.303635	-7.194833	-0.526727	-0.150033	0.015757	0.111454	-0.982253	img__0_1588260439808120600.png
1588260439059	-2.358740	-7.370343	-0.571837	-0.149033	0.029359	0.200318	-0.967884	img__0_1588260439919812500.png
1588260439167	-2.401220	-7.504877	-0.589923	-0.148782	0.033634	0.227483	-0.961761	img__0_1588260440027509800.png
1588260439272	-2.428825	-7.591415	-0.593020	-0.151283	0.022389	0.153986	-0.976166	img__0_1588260440134460300.png
1588260439377	-2.442529	-7.632768	-0.628252	-0.152783	0.010492	0.076329	-0.985252	img__0_1588260440239335700.png
1588260439485	-2.451301	-7.657598	-0.657485	-0.153156	0.004429	0.036631	-0.987513	img__0_1588260440346522500.png
1588260439593	-2.458010	-7.675148	-0.668289	-0.153202	0.001466	0.017205	-0.988044	img__0_1588260440454606900.png
1588260439707	-2.464025	-7.689270	-0.689052	-0.153138	-0.000031	0.007389	-0.988177	img__0_1588260440566564000.png
