TimeStamp		POS_X		POS_Y		POS_Z		Q_W			Q_X			Q_Y			Q_Z			ImageFile
1557312438963	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442200426900.png
1557312439092	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442328238000.png
1557312439221	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442458099000.png
1557312439347	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442586330500.png
1557312439479	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442717108300.png
1557312439611	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442848944900.png
1557312439743	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312442979245100.png
1557312439872	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443110023400.png
1557312440034	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443272316100.png
1557312440184	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443421363900.png
1557312440322	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443559888200.png
1557312440457	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443696220800.png
1557312440589	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443828048500.png
1557312440718	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312443956191700.png
1557312440844	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444083469400.png
1557312440973	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444211222100.png
1557312441099	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444338075500.png
1557312441231	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444471117900.png
1557312441360	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444597323700.png
1557312441483	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444722696100.png
1557312441615	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444852716400.png
1557312441745	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000178	img__0_1557312444982162400.png
1557312441874	0.000000	0.000001	-0.146516	1.000000	0.000357	-0.000256	0.000195	img__0_1557312445110601200.png
1557312442000	0.000078	0.000100	-0.147656	0.999999	0.000954	-0.000760	0.000504	img__0_1557312445237987400.png
1557312442129	0.000397	0.000503	-0.152596	0.999998	0.001225	-0.000982	0.001094	img__0_1557312445366188200.png
1557312442258	0.001044	0.001314	-0.163214	0.999997	0.001343	-0.001075	0.001853	img__0_1557312445494882300.png
1557312442387	0.002055	0.002583	-0.181574	0.999995	0.001393	-0.001113	0.002714	img__0_1557312445623787700.png
