TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588183550693	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183552720621200.png
1588183550870	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183552898085600.png
1588183551023	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183553052146300.png
1588183551218	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183553246977400.png
1588183551485	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183553514292000.png
1588183551689	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000353	img__0_1588183553716135700.png
1588183551866	0.000031	0.000041	-0.159827	0.999999	0.000762	-0.000607	-0.000578	img__0_1588183553894857800.png
1588183552031	0.000414	0.000522	-0.230045	0.999998	0.001204	-0.000966	-0.001523	img__0_1588183554057834900.png
1588183552196	0.001376	0.001724	-0.340695	0.999994	0.001352	-0.001086	-0.002883	img__0_1588183554224752900.png
1588183552367	0.003064	0.003825	-0.492552	0.999988	0.001402	-0.001127	-0.004519	img__0_1588183554396961400.png
1588183552553	0.005698	0.007093	-0.684731	0.999978	0.001417	-0.001142	-0.006432	img__0_1588183554584512600.png
1588183552889	0.066509	0.014168	-0.899607	0.990164	0.000381	-0.139539	-0.010199	img__0_1588183554918806700.png
1588183553060	0.192354	0.019931	-0.939787	0.993508	0.103841	-0.046302	-0.003912	img__0_1588183555090689700.png
1588183553228	0.342772	0.072232	-0.950495	0.993672	0.111858	-0.010227	-0.000113	img__0_1588183555258380700.png
1588183553486	0.583183	0.252973	-0.919078	0.999737	0.021774	0.006762	-0.002323	img__0_1588183555518033500.png
1588183553756	0.827517	0.477326	-0.802268	0.996092	0.087631	0.009299	-0.005977	img__0_1588183555784588700.png
1588183553951	0.996042	0.703315	-0.712051	0.997369	0.071372	0.009904	-0.007943	img__0_1588183555982539100.png
1588183554188	1.189550	1.065879	-0.692277	0.999772	0.015835	0.010248	-0.010016	img__0_1588183556217338600.png
1588183554473	1.405017	1.531497	-0.780125	0.999856	0.003672	0.010272	-0.013036	img__0_1588183556506529000.png
1588183554725	1.578870	1.950373	-0.999369	0.996722	0.078676	0.009053	-0.016536	img__0_1588183556758165200.png
1588183554896	1.689469	2.284967	-1.223701	0.996455	0.081580	0.009110	-0.018446	img__0_1588183556928344100.png
1588183555076	1.800030	2.703236	-1.532972	0.999415	0.025951	0.009975	-0.019907	img__0_1588183557107789100.png
1588183555487	2.029431	3.711426	-2.236916	0.999650	0.003217	0.010240	-0.024202	img__0_1588183557521070700.png
1588183555700	2.137422	4.236930	-2.478330	0.999552	-0.009307	0.010539	-0.026414	img__0_1588183557731836300.png
1588183555877	2.220954	4.664064	-2.614678	0.992309	-0.120049	0.013475	-0.027025	img__0_1588183557911179000.png
1588183556042	2.292087	5.024347	-2.689237	0.998813	-0.036807	0.011184	-0.029876	img__0_1588183558075115900.png
1588183556252	2.374682	5.457497	-2.714108	0.999387	-0.007725	0.010441	-0.032504	img__0_1588183558286512100.png
1588183556687	2.529398	6.240167	-2.516766	0.998519	-0.040418	-0.002645	-0.036319	img__0_1588183558719569500.png
1588183556861	2.594962	6.491772	-2.355315	0.991655	-0.013757	-0.123203	-0.035387	img__0_1588183558895596400.png
1588183557035	2.726384	6.731381	-2.191849	0.979804	-0.005579	-0.196934	-0.034200	img__0_1588183559070671100.png
1588183557395	3.205422	7.214114	-1.679649	0.999119	0.005003	-0.018014	-0.037579	img__0_1588183559429190200.png
1588183557716	3.716924	7.600402	-1.092804	0.967010	-0.205769	-0.142596	-0.047092	img__0_1588183559749090300.png
1588183557899	4.092645	7.689329	-0.677331	0.968998	-0.199374	-0.136398	-0.051856	img__0_1588183559932139800.png
1588183558064	4.487551	7.674030	-0.237446	0.994064	-0.075968	-0.051074	-0.058790	img__0_1588183560094971900.png
1588183558250	4.402981	7.680826	-0.331785	0.998138	0.000000	0.000000	-0.060997	img__0_1588183560284801300.png
1588183558661	4.402981	7.680826	-0.331785	0.998138	0.000000	0.000000	-0.060997	img__0_1588183560694175400.png
1588183558850	4.402981	7.680826	-0.331785	0.998138	0.000000	0.000000	-0.060997	img__0_1588183560886247700.png
1588183559042	4.402981	7.680826	-0.331785	0.998138	0.000000	0.000000	-0.060997	img__0_1588183561077812500.png
1588183559237	4.402986	7.680788	-0.331970	0.997910	-0.020823	-0.004368	-0.061012	img__0_1588183561272335400.png
1588183559660	4.454887	7.434817	-0.506151	0.987207	-0.141382	-0.028804	-0.067851	img__0_1588183561693685100.png
1588183559837	4.504709	7.177769	-0.545010	0.995587	-0.059677	-0.011613	-0.071490	img__0_1588183561872175900.png
1588183560017	4.559566	6.881772	-0.525176	0.997094	-0.017130	-0.004372	-0.074103	img__0_1588183562052661700.png
1588183560197	4.616208	6.575822	-0.448923	0.997068	-0.004224	-0.002181	-0.076375	img__0_1588183562234933200.png
1588183560371	4.671954	6.278028	-0.322877	0.996919	-0.000406	-0.001538	-0.078427	img__0_1588183562406523400.png
1588183560587	4.742419	5.908689	-0.097522	0.996574	-0.000363	-0.017279	-0.080880	img__0_1588183562621627600.png
1588183560860	4.782448	5.907905	-0.054028	0.975194	0.021235	-0.206462	-0.076938	img__0_1588183562896800300.png
1588183561070	4.815942	6.009807	-0.372801	0.992509	0.010170	-0.093506	-0.077971	img__0_1588183563105461300.png
1588183561259	5.005068	5.859838	-0.437618	0.996519	0.003830	-0.026987	-0.078779	img__0_1588183563295082200.png
1588183561703	5.498866	5.511730	-0.342895	0.996591	0.001472	-0.002533	-0.082452	img__0_1588183563740060200.png
1588183561877	5.696210	5.376662	-0.213790	0.996444	0.001376	-0.001650	-0.084232	img__0_1588183563914418100.png
1588183562045	5.701277	5.373512	-0.197780	0.996322	0.001321	-0.001327	-0.085657	img__0_1588183564084501400.png
1588183562225	5.648168	5.409451	-0.248951	0.996302	0.000000	0.000000	-0.085925	img__0_1588183564262745000.png
1588183562444	5.648168	5.409451	-0.248951	0.996302	0.000000	0.000000	-0.085925	img__0_1588183564481384600.png
1588183562666	5.651228	5.426571	-0.290862	0.982656	0.164097	-0.014860	-0.085081	img__0_1588183564704001200.png
1588183562828	5.672236	5.544041	-0.426241	0.988937	0.119825	-0.011250	-0.086716	img__0_1588183564866571400.png
1588183563005	5.707189	5.738183	-0.536111	0.995517	0.032089	-0.003764	-0.088895	img__0_1588183565041217100.png
1588183563191	5.747901	5.961703	-0.590318	0.995863	0.003780	-0.001389	-0.090781	img__0_1588183565229327900.png
1588183563509	5.818897	6.344042	-0.543048	0.993207	-0.068421	0.005255	-0.093975	img__0_1588183565546944500.png
1588183563773	5.867476	6.574317	-0.363480	0.966733	-0.237552	-0.040288	-0.085864	img__0_1588183565810687500.png
1588183563950	5.867140	6.436348	-0.335376	0.970119	-0.166739	-0.170114	-0.046141	img__0_1588183565987874000.png
1588183564133	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183566173474900.png
1588183564379	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183566419137700.png
1588183564634	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183566673312000.png
1588183564811	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183566848529900.png
1588183564985	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183567025513400.png
1588183565387	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183567427822200.png
1588183565633	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183567673780600.png
1588183565807	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183567844947500.png
1588183565975	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183568014399700.png
1588183566188	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183568228311700.png
1588183566536	5.847189	6.445093	-0.432758	0.999986	0.000000	0.000000	-0.005316	img__0_1588183568576284700.png
1588183566707	5.847222	6.445134	-0.452054	0.999984	0.000749	-0.000599	-0.005530	img__0_1588183568746745500.png
1588183566872	5.847674	6.445664	-0.574147	0.999769	0.001069	-0.020453	-0.006486	img__0_1588183568914821400.png
1588183567049	5.863003	6.445762	-0.672892	0.989224	-0.019951	-0.144743	-0.009302	img__0_1588183569090847500.png
1588183567541	6.108568	6.418327	-0.639524	0.999856	0.000514	-0.006672	-0.015577	img__0_1588183569584581100.png
1588183567718	6.215540	6.406689	-0.524727	0.999840	0.001140	-0.002830	-0.017600	img__0_1588183569759395400.png
1588183567910	6.333251	6.394678	-0.341571	0.999803	0.001335	-0.001621	-0.019753	img__0_1588183569951996600.png
1588183568117	6.461186	6.381903	-0.079144	0.996784	-0.077035	0.000419	-0.022087	img__0_1588183570159294800.png
1588183568450	6.379975	6.390164	-0.252238	0.999746	0.000000	0.000000	-0.022551	img__0_1588183570493600700.png
