TimeStamp		POS_X		POS_Y		POS_Z		Q_W			Q_X			Q_Y			Q_Z			ImageFile
1557313114896	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118308009200.png
1557313115007	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118419920200.png
1557313115124	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118532115800.png
1557313115232	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118643742000.png
1557313115343	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118755668100.png
1557313115457	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118868382600.png
1557313115568	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000153	img__0_1557313118981241100.png
1557313115682	0.000009	-0.000010	-0.150117	1.000000	-0.000456	-0.000457	0.000235	img__0_1557313119093777500.png
1557313115796	0.000146	-0.000149	-0.174266	0.999999	-0.000826	-0.000830	0.000597	img__0_1557313119207060000.png
1557313115907	0.000525	-0.000529	-0.226758	0.999998	-0.000992	-0.000995	0.001135	img__0_1557313119319794900.png
1557313116021	0.001214	-0.001218	-0.307677	0.999997	-0.001072	-0.001075	0.001810	img__0_1557313119433549700.png
1557313116138	0.002202	-0.002204	-0.389299	0.999995	-0.001109	-0.001112	0.002585	img__0_1557313119547367800.png
1557313116252	0.003422	-0.003421	-0.455370	0.999993	-0.001126	-0.001130	0.003392	img__0_1557313119662314700.png
1557313116363	0.004852	-0.004845	-0.504133	0.999990	-0.001133	-0.001138	0.004208	img__0_1557313119776807700.png
1557313116480	0.006612	-0.006595	-0.535366	0.999986	-0.001136	-0.001143	0.005090	img__0_1557313119891471300.png
1557313116594	0.008578	-0.008547	-0.545805	0.999981	-0.001137	-0.001145	0.005962	img__0_1557313120005377700.png
1557313116708	0.010791	-0.010743	-0.536576	0.999975	-0.001137	-0.001147	0.006843	img__0_1557313120119743000.png
1557313116822	0.013251	-0.012972	-0.507732	0.999859	0.014882	-0.001030	0.007746	img__0_1557313120233379900.png
1557313116939	0.015985	-0.011970	-0.459527	0.999387	0.033912	-0.000884	0.008677	img__0_1557313120350198900.png
1557313117056	0.018872	-0.002491	-0.404871	0.999031	0.042941	-0.000800	0.009601	img__0_1557313120468773100.png
1557313117173	0.021876	0.019638	-0.364160	0.998837	0.047058	-0.000742	0.010522	img__0_1557313120586289100.png
1557313117290	0.024965	0.057830	-0.360095	0.998736	0.048942	-0.000692	0.011443	img__0_1557313120703263800.png
1557313117407	0.028114	0.113155	-0.401335	0.999443	0.031000	-0.000869	0.012350	img__0_1557313120820349400.png
1557313117524	0.031431	0.180037	-0.488209	0.999803	0.014750	-0.001027	0.013254	img__0_1557313120936738900.png
1557313117641	0.035040	0.252498	-0.619988	0.999871	0.007517	-0.001087	0.014165	img__0_1557313121053122200.png
1557313117767	0.039314	0.333620	-0.810585	0.999876	0.004063	-0.001111	0.015151	img__0_1557313121179004800.png
1557313117887	0.043785	0.412489	-1.038348	0.999867	0.002622	-0.001118	0.016092	img__0_1557313121300572600.png
1557313118010	0.048783	0.494332	-1.317485	0.999852	0.001964	-0.001120	0.017057	img__0_1557313121423140800.png
1557313118127	0.053924	0.572862	-1.622898	0.999836	0.001684	-0.001120	0.017976	img__0_1557313121540604200.png
1557313118244	0.059401	0.651880	-1.947787	0.999820	0.001556	-0.001119	0.018894	img__0_1557313121658578500.png
1557313118364	0.065290	0.733273	-2.265469	0.999802	0.001497	-0.001118	0.019837	img__0_1557313121776391100.png
1557313118481	0.071264	0.812910	-2.545045	0.999783	0.001471	-0.001116	0.020755	img__0_1557313121894688900.png
