TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588273392168	0.000000	0.000000	-0.146818	1.000000	0.000244	-0.000168	0.000013	img__0_1588273397843178000.png
1588273392255	0.000037	0.000048	-0.161178	1.000000	0.000772	-0.000617	0.000044	img__0_1588273397929023700.png
1588273392342	0.000218	0.000276	-0.222237	0.999999	0.001057	-0.000848	0.000107	img__0_1588273398017370700.png
1588273392429	0.000596	0.000751	-0.328084	0.999995	0.001225	-0.000978	-0.002583	img__0_1588273398105454200.png
1588273392516	0.001154	0.001449	-0.452338	0.999795	0.001327	-0.001038	-0.020179	img__0_1588273398192411000.png
1588273392603	0.001879	0.002352	-0.581610	0.998315	0.001387	-0.001062	-0.058009	img__0_1588273398277903100.png
1588273392690	0.002792	0.003472	-0.718726	0.993454	0.001411	-0.001079	-0.114223	img__0_1588273398365341800.png
1588273392774	0.003877	0.004765	-0.863231	0.983075	0.001403	-0.001104	-0.183195	img__0_1588273398449388000.png
1588273392858	0.005190	0.006257	-1.023777	0.964615	0.001366	-0.001143	-0.263655	img__0_1588273398531794300.png
1588273392939	0.006697	0.007865	-1.195765	0.937269	0.001304	-0.001195	-0.348604	img__0_1588273398613662800.png
1588273393023	0.008526	0.009669	-1.390687	0.897675	0.001215	-0.001261	-0.440655	img__0_1588273398696744600.png
1588273393101	0.010477	0.011428	-1.586002	0.850124	0.001112	-0.001330	-0.526580	img__0_1588273398776022900.png
1588273393185	0.012856	0.013363	-1.810942	0.787285	0.000981	-0.001407	-0.616586	img__0_1588273398859718700.png
1588273393275	0.015725	0.015418	-2.068798	0.707232	0.000820	-0.001486	-0.706980	img__0_1588273398949724100.png
1588273393362	0.018816	0.017317	-2.340030	0.622745	0.000642	-0.001556	-0.782423	img__0_1588273399037332900.png
1588273393449	0.022142	0.019090	-2.616409	0.544337	0.000440	-0.001621	-0.838865	img__0_1588273399124663000.png
1588273393533	0.025522	0.020656	-2.879279	0.481235	0.000243	-0.001677	-0.876590	img__0_1588273399209581200.png
1588273393623	0.029264	0.022177	-3.142746	0.431013	0.000044	-0.001719	-0.902344	img__0_1588273399299744900.png
1588273393710	0.032968	0.023479	-3.377249	0.395965	-0.000120	-0.001742	-0.918264	img__0_1588273399384860900.png
1588273393794	0.036608	0.024563	-3.585982	0.371474	-0.000249	-0.001752	-0.928442	img__0_1588273399469953700.png
1588273393881	0.040424	0.025495	-3.784868	0.353204	-0.000353	-0.001753	-0.935545	img__0_1588273399555680900.png
1588273393968	0.044275	0.026225	-3.967046	0.340175	-0.000432	-0.001750	-0.940361	img__0_1588273399642735500.png
1588273394046	0.047747	0.026701	-4.116824	0.331730	-0.000486	-0.001745	-0.943373	img__0_1588273399721339400.png
1588273394127	0.051364	0.027015	-4.259358	0.325325	-0.000528	-0.001739	-0.945601	img__0_1588273399803610100.png
1588273394211	0.055123	0.027142	-4.393696	0.320543	-0.000560	-0.001733	-0.947232	img__0_1588273399885892400.png
1588273394301	0.059154	0.027052	-4.522945	0.316934	-0.000586	-0.001728	-0.948446	img__0_1588273399977284600.png
1588273394379	0.062647	0.026783	-4.623064	0.314718	-0.000602	-0.001724	-0.949184	img__0_1588273400055097700.png
1588273394463	0.066406	0.026294	-4.718876	0.313010	-0.002048	-0.002194	-0.949745	img__0_1588273400138923000.png
1588273394544	0.069634	0.025336	-4.799749	0.311166	-0.058759	-0.020824	-0.948309	img__0_1588273400221426900.png
1588273394628	0.067589	0.020174	-4.871389	0.307057	-0.146470	-0.049575	-0.939045	img__0_1588273400305386700.png
1588273394715	0.051178	0.004127	-4.930491	0.303080	-0.200493	-0.067163	-0.929212	img__0_1588273400390701500.png
1588273394799	0.016215	-0.025563	-4.970736	0.300417	-0.229637	-0.076536	-0.922583	img__0_1588273400475393100.png
1588273394883	-0.040377	-0.071242	-4.992841	0.298735	-0.246080	-0.081736	-0.918434	img__0_1588273400558932400.png
1588273394967	-0.120096	-0.133969	-4.995824	0.299164	-0.239286	-0.079385	-0.920294	img__0_1588273400641741700.png
1588273395045	-0.214020	-0.206873	-4.982066	0.304697	-0.161170	-0.053911	-0.937165	img__0_1588273400720125800.png
1588273395132	-0.334892	-0.300111	-4.951672	0.307864	-0.090649	-0.030961	-0.946596	img__0_1588273400806801300.png
1588273395219	-0.465605	-0.400722	-4.908119	0.308927	-0.050738	-0.017982	-0.949561	img__0_1588273400895834600.png
1588273395306	-0.601749	-0.505503	-4.852427	0.309324	-0.028470	-0.010745	-0.950470	img__0_1588273400983266600.png
1588273395393	-0.740852	-0.612655	-4.785079	0.309518	-0.016103	-0.006727	-0.950733	img__0_1588273401068354300.png
1588273395477	-0.876668	-0.717420	-4.709374	0.309649	-0.009408	-0.004554	-0.950793	img__0_1588273401153667000.png
1588273395561	-1.013366	-0.823066	-4.632526	0.309766	-0.005612	-0.003322	-0.950791	img__0_1588273401238122200.png
1588273395645	-1.150783	-0.929588	-4.586120	0.309880	-0.003460	-0.002624	-0.950766	img__0_1588273401320489400.png
1588273395726	-1.283638	-1.032888	-4.569716	0.309992	-0.002273	-0.002239	-0.950734	img__0_1588273401402792300.png
1588273395810	-1.421471	-1.140293	-4.552518	0.310110	-0.001568	-0.002010	-0.950697	img__0_1588273401487592500.png
1588273395894	-1.559249	-1.247866	-4.524601	0.310230	-0.001167	-0.001881	-0.950659	img__0_1588273401569773600.png
1588273395975	-1.692016	-1.351725	-4.487334	0.310347	-0.000947	-0.001810	-0.950621	img__0_1588273401652459900.png
1588273396059	-1.829582	-1.459547	-4.438062	0.310469	-0.000815	-0.001767	-0.950582	img__0_1588273401736261700.png
1588273396149	-1.976827	-1.575192	-4.373424	0.310601	-0.000737	-0.001742	-0.950539	img__0_1588273401825273900.png
1588273396233	-2.114109	-1.683236	-4.302217	0.310724	-0.000696	-0.001729	-0.950498	img__0_1588273401908504900.png
1588273396314	-2.246351	-1.787518	-4.223865	0.310844	-0.000674	-0.001722	-0.950459	img__0_1588273401990297300.png
1588273396395	-2.378458	-1.891935	-4.147063	0.310964	-0.000660	-0.001718	-0.950420	img__0_1588273402071854500.png
1588273396479	-2.515318	-2.000444	-4.092170	0.311100	-0.000653	-0.001715	-0.950376	img__0_1588273402154238200.png
1588273396560	-2.647154	-2.105282	-4.059585	0.311630	-0.000649	-0.001714	-0.950202	img__0_1588273402236347700.png
1588273396641	-2.778852	-2.210244	-4.026215	0.313561	-0.000648	-0.001713	-0.949567	img__0_1588273402318589200.png
1588273396725	-2.915281	-2.319190	-3.981875	0.319331	-0.000651	-0.001710	-0.947642	img__0_1588273402401283700.png
1588273396809	-3.051559	-2.428231	-3.926790	0.333196	-0.000658	-0.001707	-0.942856	img__0_1588273402483946700.png
1588273396890	-3.182831	-2.533462	-3.863641	0.359530	-0.000668	-0.001702	-0.933132	img__0_1588273402564631300.png
1588273396968	-3.309112	-2.634868	-3.793674	0.399201	-0.000671	-0.001697	-0.916861	img__0_1588273402645371900.png
1588273397052	-3.444970	-2.744148	-3.708469	0.454333	-0.000654	-0.001696	-0.890830	img__0_1588273402728785900.png
1588273397133	-3.575840	-2.849597	-3.616836	0.515203	-0.000611	-0.001700	-0.857066	img__0_1588273402810709100.png
1588273397217	-3.711410	-2.959027	-3.512229	0.578546	-0.000532	-0.001711	-0.815648	img__0_1588273402892917400.png
1588273397301	-3.846810	-3.068544	-3.398132	0.628206	-0.000412	-0.001733	-0.778045	img__0_1588273402977966300.png
1588273397385	-3.982013	-3.178153	-3.274829	0.662677	-0.000278	-0.001758	-0.748904	img__0_1588273403060553500.png
1588273397469	-4.116988	-3.287854	-3.142619	0.686659	-0.000154	-0.001779	-0.726977	img__0_1588273403144873300.png
1588273397553	-4.251708	-3.397642	-3.001810	0.703484	-0.000048	-0.001794	-0.710709	img__0_1588273403229867700.png
1588273397640	-4.390950	-3.511436	-2.847246	0.715723	0.000040	-0.001803	-0.698382	img__0_1588273403317616200.png
1588273397727	-4.529881	-3.625308	-2.684227	0.724317	0.000108	-0.001808	-0.689465	img__0_1588273403401852300.png
1588273397817	-4.673252	-3.743192	-2.510918	0.730558	0.000161	-0.001810	-0.682849	img__0_1588273403493779900.png
1588273397907	-4.816199	-3.861200	-2.351896	0.734933	0.000201	-0.001810	-0.678137	img__0_1588273403581776600.png
1588273397991	-4.949172	-3.971487	-2.235905	0.737842	0.000228	-0.001810	-0.674971	img__0_1588273403668760600.png
1588273398078	-5.086428	-4.085863	-2.151608	0.740014	0.000248	-0.001809	-0.672589	img__0_1588273403753266100.png
1588273398159	-5.213789	-4.192483	-2.105403	0.741487	0.000263	-0.001808	-0.670965	img__0_1588273403836657500.png
1588273398243	-5.345414	-4.303180	-2.089513	0.742570	0.008288	-0.009036	-0.669656	img__0_1588273403918535600.png
1588273398324	-5.468419	-4.409667	-2.098591	0.739165	0.079625	-0.073296	-0.664773	img__0_1588273404000689200.png
1588273398408	-5.575691	-4.518126	-2.136720	0.731758	0.135014	-0.122945	-0.656647	img__0_1588273404084820500.png
1588273398495	-5.650427	-4.626692	-2.201775	0.733221	0.131510	-0.118226	-0.656593	img__0_1588273404171862900.png
1588273398585	-5.692046	-4.735071	-2.292596	0.742451	0.066930	-0.059426	-0.663895	img__0_1588273404260783300.png
1588273398669	-5.710961	-4.833876	-2.408187	0.744941	0.035881	-0.031059	-0.665441	img__0_1588273404344730700.png
1588273398756	-5.720312	-4.934841	-2.557847	0.745871	0.017168	-0.013951	-0.665724	img__0_1588273404431950000.png
1588273398843	-5.724879	-5.034991	-2.734861	0.746246	0.006761	-0.004428	-0.665622	img__0_1588273404519278100.png
1588273398924	-5.727643	-5.127818	-2.912366	0.746437	0.001225	0.000638	-0.665455	img__0_1588273404602391500.png
1588273399008	-5.730400	-5.223863	-3.085665	0.746580	-0.002091	0.003673	-0.665283	img__0_1588273404685580000.png
1588273399092	-5.733582	-5.319751	-3.244233	0.746700	-0.003986	0.005407	-0.665127	img__0_1588273404769128200.png
1588273399176	-5.737490	-5.415511	-3.388672	0.746811	-0.005069	0.006397	-0.664986	img__0_1588273404853390600.png
1588273399260	-5.742299	-5.511158	-3.519512	0.746916	-0.005688	0.006962	-0.664858	img__0_1588273404936770900.png
1588273399344	-5.748115	-5.606705	-3.637213	0.747016	-0.006043	0.007284	-0.664739	img__0_1588273405021330400.png
1588273399428	-5.755001	-5.702156	-3.742163	0.747113	-0.006246	0.007468	-0.664626	img__0_1588273405103907000.png
1588273399512	-5.762861	-5.797520	-3.827934	0.747208	-0.006362	0.007573	-0.664517	img__0_1588273405187508500.png
1588273399593	-5.770741	-5.889416	-3.860113	0.747297	-0.006427	0.007630	-0.664415	img__0_1588273405270338400.png
1588273399677	-5.779068	-5.984654	-3.833112	0.747388	-0.006467	0.007665	-0.664312	img__0_1588273405354086100.png
1588273399758	-5.787257	-6.076434	-3.749341	0.747476	-0.006489	0.007683	-0.664213	img__0_1588273405436291400.png
1588273399842	-5.795943	-6.171552	-3.603922	0.747565	-0.006503	0.007694	-0.664112	img__0_1588273405518856200.png
1588273399926	-5.805030	-6.266605	-3.409178	0.747654	-0.006512	0.007700	-0.664012	img__0_1588273405602384300.png
1588273400007	-5.814884	-6.358184	-3.209764	0.747740	-0.006517	0.007703	-0.663915	img__0_1588273405685046400.png
1588273400091	-5.826371	-6.453069	-2.997781	0.747828	-0.006520	0.007704	-0.663815	img__0_1588273405767796000.png
1588273400175	-5.839155	-6.547869	-2.780805	0.747917	-0.006523	0.007704	-0.663716	img__0_1588273405851401300.png
1588273400262	-5.853860	-6.645970	-2.552186	0.747697	-0.020998	0.022474	-0.663328	img__0_1588273405939893400.png
1588273400349	-5.843684	-6.576682	-2.715964	0.746543	-0.034803	0.047572	-0.662867	img__0_1588273406024848300.png
1588273400430	-5.852797	-6.575744	-2.737871	0.745808	-0.043004	0.062218	-0.661853	img__0_1588273406107378900.png
1588273400514	-5.872806	-6.573606	-2.759511	0.747534	-0.025737	0.035764	-0.662761	img__0_1588273406192598300.png
1588273400598	-5.898139	-6.570908	-2.769898	0.748274	-0.014527	0.019621	-0.662940	img__0_1588273406274036100.png
1588273400679	-5.925385	-6.568051	-2.769349	0.748622	-0.008312	0.010633	-0.662859	img__0_1588273406355530500.png
1588273400763	-5.955245	-6.564985	-2.757889	0.748842	-0.004642	0.005307	-0.662711	img__0_1588273406439072500.png
1588273400844	-5.984881	-6.561817	-2.736379	0.747915	0.030138	0.039304	-0.661945	img__0_1588273406520712700.png
1588273400925	-6.015553	-6.553430	-2.704259	0.740761	0.094895	0.109335	-0.655984	img__0_1588273406601704600.png
1588273401009	-6.049434	-6.529134	-2.657876	0.732725	0.135463	0.153248	-0.649061	img__0_1588273406685353000.png
1588273401090	-6.047491	-6.528237	-2.679611	0.734084	0.129924	0.145990	-0.650329	img__0_1588273406766503600.png
1588273401162	-6.071988	-6.488889	-2.645007	0.743347	0.078393	0.087256	-0.658541	img__0_1588273406839391200.png
1588273401240	-6.075511	-6.499072	-2.663802	0.746812	0.045808	0.050109	-0.661561	img__0_1588273406918379100.png
1588273401324	-6.097805	-6.460942	-2.630688	0.748124	0.024286	0.025573	-0.662621	img__0_1588273407002944900.png
1588273401408	-6.120479	-6.418496	-2.586500	0.748550	0.012020	0.011588	-0.662868	img__0_1588273407085316100.png
1588273401489	-6.142437	-6.375590	-2.533658	0.748711	0.005248	0.003869	-0.662865	img__0_1588273407167087200.png
1588273401573	-6.140115	-6.395623	-2.563583	0.748795	0.001592	-0.000329	-0.662799	img__0_1588273407251462200.png
1588273401657	-6.171544	-6.373047	-2.539543	0.748867	-0.000854	-0.003108	-0.662712	img__0_1588273407334831800.png
1588273401741	-6.202766	-6.350761	-2.504551	0.748940	-0.002236	-0.004672	-0.662618	img__0_1588273407417811300.png
1588273401822	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407499467900.png
1588273401906	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407582335200.png
1588273401987	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407665461000.png
1588273402071	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407747831000.png
1588273402155	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407829752600.png
1588273402236	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407913116200.png
1588273402317	-6.191641	-6.358667	-2.518300	0.748994	0.000000	0.000000	-0.662577	img__0_1588273407995125300.png
1588273402398	-6.191639	-6.358673	-2.518948	0.748995	-0.001051	-0.001802	-0.662572	img__0_1588273408075413100.png
1588273402479	-6.191532	-6.359007	-2.543050	0.749012	-0.002292	-0.003800	-0.662542	img__0_1588273408158293000.png
1588273402560	-6.191152	-6.360209	-2.609136	0.749046	-0.003022	-0.005024	-0.662492	img__0_1588273408239084000.png
1588273402644	-6.190451	-6.362426	-2.699274	0.749096	-0.003464	-0.005759	-0.662428	img__0_1588273408321123600.png
1588273402725	-6.189548	-6.365279	-2.777240	0.749135	-0.006430	-0.004031	-0.662373	img__0_1588273408403871400.png
1588273402809	-6.189679	-6.369274	-2.846434	0.745800	-0.077603	0.045785	-0.660049	img__0_1588273408485587000.png
1588273402890	-6.198271	-6.375907	-2.901260	0.737883	-0.140744	0.090046	-0.653921	img__0_1588273408568831300.png
1588273402974	-6.223248	-6.387363	-2.944351	0.743953	-0.090022	0.057688	-0.659622	img__0_1588273408652787000.png
1588273403058	-6.260873	-6.402341	-2.974540	0.746669	-0.053039	0.033740	-0.662219	img__0_1588273408736103600.png
1588273403142	-6.305767	-6.419402	-2.993017	0.747646	-0.029971	0.018348	-0.663167	img__0_1588273408820171700.png
1588273403226	-6.354738	-6.437701	-3.000219	0.747947	-0.016977	0.009726	-0.663470	img__0_1588273408904307000.png
1588273403307	-6.404104	-6.456061	-2.996630	0.748053	-0.009769	0.004936	-0.663549	img__0_1588273408985314300.png
1588273403388	-6.454606	-6.474869	-2.982743	0.748111	-0.005556	0.002128	-0.663547	img__0_1588273409066957200.png
1588273403475	-6.509492	-6.495404	-2.956412	0.748166	-0.002973	0.000403	-0.663504	img__0_1588273409151600600.png
1588273403556	-6.560854	-6.514748	-2.921343	0.748222	-0.001602	-0.000515	-0.663446	img__0_1588273409234590100.png
1588273403637	-6.612283	-6.534257	-2.876195	0.748284	-0.000803	-0.001051	-0.663377	img__0_1588273409316116700.png
1588273403721	-6.665571	-6.554636	-2.818857	0.748354	-0.000325	-0.001372	-0.663298	img__0_1588273409399019800.png
1588273403805	-6.718745	-6.575147	-2.750971	0.748429	-0.000052	-0.001556	-0.663214	img__0_1588273409481925200.png
1588273403889	-6.771769	-6.595781	-2.672726	0.748507	0.000103	-0.001661	-0.663125	img__0_1588273409565793400.png
1588273403970	-6.822734	-6.615790	-2.587663	0.748585	0.000190	-0.001720	-0.663037	img__0_1588273409647165900.png
1588273404051	-6.873525	-6.635905	-2.493377	0.748664	0.000241	-0.001754	-0.662947	img__0_1588273409728903300.png
1588273404132	-6.924134	-6.656125	-2.390094	0.748745	0.000270	-0.001774	-0.662856	img__0_1588273409809656000.png
1588273404213	-6.974523	-6.676446	-2.278059	0.748749	0.010844	-0.011129	-0.662672	img__0_1588273409891977400.png
1588273404297	-7.023574	-6.697263	-2.152802	0.743487	0.089980	-0.081152	-0.657681	img__0_1588273409974509700.png
1588273404378	-7.058257	-6.715917	-2.022282	0.735878	0.139557	-0.125006	-0.650677	img__0_1588273410056919300.png
1588273404462	-7.072969	-6.732779	-1.874634	0.736686	0.135702	-0.121601	-0.651223	img__0_1588273410140078000.png
1588273404546	-7.066608	-6.747185	-1.714850	0.745357	0.075496	-0.068360	-0.658840	img__0_1588273410225298400.png
1588273404630	-7.047322	-6.760141	-1.545854	0.748102	0.041641	-0.038406	-0.661162	img__0_1588273410307602400.png
1588273404711	-7.021765	-6.771912	-1.375556	0.748993	0.022975	-0.021884	-0.661818	img__0_1588273410389311900.png
1588273404795	-6.991245	-6.783765	-1.192062	0.749341	0.011677	-0.011880	-0.661974	img__0_1588273410472248300.png
1588273404876	-6.959723	-6.795074	-1.008919	0.749497	0.005423	-0.006340	-0.661956	img__0_1588273410554523000.png
1588273404957	-6.927172	-6.806391	-0.820035	0.749598	0.001773	-0.003107	-0.661884	img__0_1588273410635001500.png
1588273405038	-6.894180	-6.817788	-0.625713	0.749684	-0.000354	-0.001222	-0.661795	img__0_1588273410717101300.png
1588273405122	-6.859869	-6.829740	-0.419033	0.749769	-0.001628	-0.000093	-0.661698	img__0_1588273410799993000.png
