TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1588190468840	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000121	img__0_1588190471880811200.png
1588190468927	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000121	img__0_1588190471967692200.png
1588190468975	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	-0.000121	img__0_1588190472016082800.png
1588190469062	0.000000	-0.000006	-0.148652	0.999996	-0.002780	-0.000228	-0.000142	img__0_1588190472102182700.png
1588190469149	0.000051	-0.000568	-0.183796	0.999977	-0.006808	-0.000637	-0.000381	img__0_1588190472189685700.png
1588190469236	0.000250	-0.002745	-0.267661	0.999957	-0.009227	-0.000859	-0.000827	img__0_1588190472277189600.png
1588190469323	0.000655	-0.007148	-0.399949	0.999943	-0.010572	-0.000984	-0.001420	img__0_1588190472364292700.png
1588190469410	0.001293	-0.014093	-0.579162	0.999933	-0.011323	-0.001052	-0.002119	img__0_1588190472451114800.png
1588190469500	0.002209	-0.024105	-0.811713	0.999926	-0.011756	-0.001087	-0.002920	img__0_1588190472537787500.png
1588190469587	0.003343	-0.036561	-1.079435	0.999921	-0.011987	-0.001102	-0.003747	img__0_1588190472625528800.png
1588190469674	0.004669	-0.051186	-1.363539	0.999915	-0.012118	-0.001106	-0.004612	img__0_1588190472714259200.png
1588190469761	0.006107	-0.067099	-1.626652	0.999910	-0.012191	-0.001104	-0.005504	img__0_1588190472802947000.png
1588190469857	0.007821	-0.086147	-1.891864	0.999903	-0.012235	-0.001097	-0.006510	img__0_1588190472898122800.png
1588190469947	0.009549	-0.105478	-2.118644	0.999896	-0.012258	-0.001089	-0.007467	img__0_1588190472988063800.png
1588190470037	0.011450	-0.126929	-2.352448	0.999889	-0.012271	-0.001078	-0.008367	img__0_1588190473077299800.png
1588190470124	0.013499	-0.150316	-2.610967	0.999901	-0.012291	-0.002630	-0.006403	img__0_1588190473165933100.png
1588190470217	0.016470	-0.177194	-2.881488	0.997751	-0.012546	-0.065789	-0.002717	img__0_1588190473257677300.png
1588190470307	0.025459	-0.204679	-3.120639	0.998129	-0.012539	-0.059834	-0.001116	img__0_1588190473348754900.png
1588190470397	0.041881	-0.233631	-3.338278	0.999325	-0.012440	-0.034562	-0.000548	img__0_1588190473437528900.png
1588190470487	0.062592	-0.264062	-3.535810	0.999739	-0.012369	-0.019226	-0.000415	img__0_1588190473527585800.png
1588190470577	0.085740	-0.295987	-3.714380	0.999885	-0.010478	-0.010987	-0.000563	img__0_1588190473616803400.png
1588190470667	0.110353	-0.328459	-3.875081	0.997425	0.069062	-0.019316	-0.000253	img__0_1588190473708046900.png
1588190470757	0.137242	-0.353022	-4.018274	0.992994	0.115379	-0.025495	0.000056	img__0_1588190473797990500.png
1588190470847	0.167113	-0.364126	-4.143775	0.998175	0.058998	-0.012882	-0.000232	img__0_1588190473889093700.png
1588190470940	0.199782	-0.367294	-4.256170	0.999546	0.029476	-0.006208	-0.000687	img__0_1588190473980691800.png
1588190471033	0.233350	-0.366199	-4.351899	0.999909	0.013163	-0.002632	-0.001304	img__0_1588190474072095200.png
1588190471123	0.266353	-0.363064	-4.429345	0.997187	0.060531	-0.044147	-0.002241	img__0_1588190474162758000.png
1588190471213	0.304688	-0.352750	-4.491319	0.987755	0.116858	-0.103317	-0.003256	img__0_1588190474252885600.png
1588190471303	0.354832	-0.329128	-4.536654	0.995812	0.066330	-0.062806	-0.003729	img__0_1588190474344615800.png
1588190471399	0.417682	-0.293791	-4.567772	0.996712	0.074175	-0.032580	-0.001699	img__0_1588190474437201400.png
1588190471486	0.479125	-0.251206	-4.581112	0.987730	0.155175	-0.017532	0.001902	img__0_1588190474526849900.png
1588190471577	0.544972	-0.189485	-4.578573	0.995296	0.096454	-0.008914	0.001742	img__0_1588190474618430600.png
1588190471673	0.616487	-0.109401	-4.558777	0.998743	0.049955	-0.003953	0.001123	img__0_1588190474712795400.png
1588190471763	0.684076	-0.026729	-4.525343	0.995579	0.093921	-0.001429	0.000591	img__0_1588190474802620800.png
1588190471856	0.754095	0.071425	-4.474774	0.989363	0.145466	0.000020	-0.000036	img__0_1588190474895512800.png
1588190471949	0.824092	0.187829	-4.406789	0.997106	0.076021	0.000771	-0.000844	img__0_1588190474988693400.png
1588190472039	0.891706	0.311561	-4.329723	0.999213	0.039624	0.001118	-0.001608	img__0_1588190475079774100.png
1588190472132	0.961324	0.447664	-4.271480	0.999823	0.018462	0.001122	0.003470	img__0_1588190475170643000.png
1588190472219	1.026166	0.579242	-4.249234	0.999822	0.007759	0.001051	0.017186	img__0_1588190475260984200.png
1588190472312	1.095178	0.721688	-4.258690	0.999198	0.001514	0.001043	0.039999	img__0_1588190475352352500.png
1588190472405	1.163968	0.864386	-4.269087	0.998196	-0.001837	0.001080	0.059999	img__0_1588190475444075400.png
1588190472498	1.232591	1.006717	-4.264592	0.997279	-0.003653	0.001089	0.073623	img__0_1588190475537790200.png
1588190472591	1.301066	1.148419	-4.245057	0.996558	-0.004640	0.001067	0.082760	img__0_1588190475631658500.png
1588190472687	1.371615	1.293880	-4.209204	0.996023	-0.005189	0.001026	0.088940	img__0_1588190475727138100.png
1588190472783	1.442042	1.438434	-4.157569	0.995665	-0.005483	0.000984	0.092847	img__0_1588190475820923600.png
1588190472876	1.510165	1.577563	-4.092709	0.995447	-0.005638	0.000948	0.095141	img__0_1588190475917333200.png
1588190472975	1.582581	1.724660	-4.007905	0.995318	-0.005726	0.000918	0.096478	img__0_1588190476014291700.png
1588190473071	1.652703	1.866186	-3.919565	0.995265	-0.005772	0.000897	0.097027	img__0_1588190476111712900.png
1588190473167	1.722695	2.005975	-3.879703	0.995260	-0.005796	0.000883	0.097074	img__0_1588190476207262700.png
1588190473263	1.792553	2.143880	-3.900603	0.995289	-0.005809	0.000874	0.096778	img__0_1588190476303518400.png
1588190473356	1.860286	2.275743	-3.976043	0.995172	-0.004327	-0.018158	0.096359	img__0_1588190476397254000.png
1588190473455	1.940888	2.415614	-4.097910	0.985769	-0.008538	-0.138663	0.094657	img__0_1588190476496804500.png
1588190473545	2.044785	2.543496	-4.244219	0.980039	-0.021261	-0.175349	0.091238	img__0_1588190476586605300.png
1588190473641	2.192220	2.679297	-4.423547	0.991458	-0.010443	-0.092739	0.091107	img__0_1588190476680036700.png
1588190473734	2.359332	2.810179	-4.629842	0.994667	-0.004921	-0.049898	0.090127	img__0_1588190476773836700.png
1588190473830	2.539973	2.945085	-4.829038	0.995680	-0.001837	-0.026590	0.088943	img__0_1588190476870010400.png
