TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1573206136590	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206136947213500.png
1573206136680	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206137036798300.png
1573206136773	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206137126497400.png
1573206136863	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206137218180000.png
1573206136950	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206137306605400.png
1573206137040	0.000000	0.000000	-0.146496	1.000000	0.000000	0.000000	0.000076	img__0_1573206137397123500.png
1573206137130	0.000002	0.000003	-0.147199	1.000000	0.000458	-0.000367	0.000115	img__0_1573206137486395800.png
1573206137223	0.000066	0.000084	-0.156835	0.999999	0.000899	-0.000717	0.000348	img__0_1573206137578711700.png
1573206137313	0.000263	0.000333	-0.183158	0.999999	0.001137	-0.000912	0.000719	img__0_1573206137667606200.png
1573206137403	0.000637	0.000803	-0.228873	0.999998	0.001269	-0.001017	0.001191	img__0_1573206137759218800.png
1573206137493	0.001212	0.001524	-0.294238	0.999997	0.001341	-0.001074	0.001733	img__0_1573206137849592200.png
1573206137583	0.001998	0.002509	-0.379110	0.999996	0.001381	-0.001104	0.002323	img__0_1573206137939787000.png
1573206137676	0.003038	0.003813	-0.486843	0.999994	0.001403	-0.001121	0.002970	img__0_1573206138030961100.png
1573206137766	0.004262	0.005350	-0.608319	0.999992	0.001416	-0.001130	0.003621	img__0_1573206138122611700.png
1573206137859	0.005738	0.007204	-0.743842	0.999989	0.001423	-0.001134	0.004311	img__0_1573206138215283700.png
1573206137955	0.007476	0.009389	-0.889706	0.999986	0.001427	-0.001136	0.005036	img__0_1573206138308113900.png
1573206138045	0.009296	0.011680	-1.029264	0.999982	0.001430	-0.001136	0.005724	img__0_1573206138400729100.png
1573206138138	0.011367	0.014290	-1.174442	0.999978	0.001431	-0.001136	0.006441	img__0_1573206138493127700.png
1573206138231	0.013628	0.017140	-1.318547	0.999973	0.001433	-0.001135	0.007162	img__0_1573206138585688600.png
1573206138321	0.015989	0.020123	-1.454770	0.999967	0.001434	-0.001135	0.007862	img__0_1573206138678523500.png
1573206138414	0.018600	0.023423	-1.587713	0.999961	0.001435	-0.001134	0.008588	img__0_1573206138771257100.png
1573206138507	0.021379	0.026940	-1.710947	0.999955	0.001436	-0.001133	0.009315	img__0_1573206138864493400.png
1573206138603	0.024422	0.030796	-1.827425	0.999948	0.001437	-0.001132	0.010067	img__0_1573206138959204900.png
1573206138693	0.027436	0.034619	-1.926156	0.999940	0.001437	-0.001131	0.010772	img__0_1573206139050617700.png
